intratherm_id,extractor,ref,original_compilation,genus_species,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,n_cat,record_number,record,acclim_time_life_120,log_acclim_time,safety,log_elevation,elev_min,iucn_2104risk,rate_acclimation_c_day,weight_g,realm_general2,acclim_time_original,acclim_time_units,trophic_position,source_logic_for_trophic_position,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,highland_specialist,source_logic_for_highland_specialist,no_acclimation,genus,species,class,order,family,life_stage,age_maturity_days_female,age_maturity_days_female_reference,age_maturity_days_male,age_maturity_days_male_reference,age_maturity.days_unknown_sex,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,average_body_size_female,average_body_size_female_reference,average_body_size_male,average_body_size_male_reference,average_body_size_unknown_sex,season_inactive,logic_source_for_season_inactive,migratory,source_logic_for_migration_info,season_when_away_10km...migratory.only.,season_when_away_100km...migratory.only.,logic_source_season_when_away,data_gatherer,Home.range.size_Km2,logic.source_for_Home.range.size,lifespan_days,lifespan_days_reference,Notes
899,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,1,35.92308,tmax,0.20513,CI,7,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,1d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
900,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,2,35.41026,tmax,0.25641,CI,7,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,2d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
901,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,3,35.74359,tmax,0.30769,CI,7,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,3d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
902,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,5,36.05128,tmax,0.23077,CI,7,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,5d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
903,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,7,36,tmax,0.35897,CI,7,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,7d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
904,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,0,-3.181818,tmin,0.515151,CI,6,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,0d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
905,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,1,-1.121212,tmin,0.4545453,CI,6,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,1d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
906,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,2,-0.5757576,tmin,0.3939394,CI,6,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,2d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
907,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,3,0.5151515,tmin,0.4848485,CI,6,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,3d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
908,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,5,1.181818,tmin,0.272727,CI,6,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,5d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
909,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,7,1.818182,tmin,0.363636,CI,6,critical,onset_of_rigor,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,7d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
910,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,0,34.05634,tmax,0.3662,CI,7,critical,righting_ability,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,0d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
911,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,0.5,35.35211,tmax,0.28169,CI,7,critical,righting_ability,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,0.5d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
912,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,0.75,35.74648,tmax,0.14084,CI,7,critical,righting_ability,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,0.75d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
913,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,1,35.52113,tmax,0.28169,CI,7,critical,righting_ability,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,1d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
914,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,2,34.95775,tmax,0.19718,CI,7,critical,righting_ability,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,2d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
915,FL,Layne_&_Claussen_1982ab,intratherm_team,Eurycea bislineata,Eurycea bislineata_39.77,25,39.77,-84.69,inferred,Eurycea,bislineata,"Preble County, Ohio, USA",Terrestrial,3,35.15493,tmax,0.42253,CI,7,critical,righting_ability,0.5,NA,NA,5,Summer,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,3d,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurycea,bislineata,Amphibia,Caudata,Plethodontidae,unknown,1095,3-4 years (amphibio),1095,3-4 years (amphibio),Y,0-1,Johnson+ J. E. and Goldberg+ A. S. 1975. Movement of  larval two lined salamanders (Eurycea bislineata ) in the Mill River+ Massachusetts.  Copeia 1975: 588 -589.,NA,NA,12.3,TL - amphibio,NA,NA,NA,NA,NA,winter,"""may remain active in springs+ streams+ or water laden soil where temperatures are above freezing in winter months. Alternatively+ adults may burrow deep into leaf litter+ becoming inactive during cold seasons"" (https://animaldiversity.org/accounts/Eurycea_bislineata/) happens when below 7 degrees (DOI: 10.2307/1563609)",non-migratory,taxa,none,NA,NA,Micky/Ilona/Nikki,0.000014,average area in which movement took place was less than 14m2 (DOI: 10.2307/1563609),kunk,(http://www.northeastparc.org/products/riskassesspdfs/caudata/MaxLongevity_caudata.pdf),NA
