"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","mean_yearly_max_temp","experienced_mean_yearly_max_temp"
1689,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Kowaski et al. 1978","Comte","Luxilus cornutus_42.6_NA_-78.47",15,42.6,-78.47,"","Luxilus","cornutus","Buffalo Creek, Erie County, New York, United States",28,31.95,"tmax",0.39,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Luxilus","cornutus","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",18,"Froese & Pauly, 2000","8.3","Froese & Pauly, 2000","8.3","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","2190","Froese & Pauly, 2000",NA,NA,20.8822355790572,20.8822355790572
1691,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Luxilus cornutus_43.64_NA_-79.49",5,43.64,-79.49,"","Luxilus","cornutus","Toronto Ontario Canada",NA,26.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Luxilus","cornutus","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",18,"Froese & Pauly, 2000","8.3","Froese & Pauly, 2000","8.3","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","2190","Froese & Pauly, 2000",NA,NA,24.3669511274858,24.3669511274858
1699,"Luxilus cornutus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Brett 1956","Comte","Luxilus cornutus_45.83_NA_-78.42",5,45.83,-78.42,"inferred","Luxilus","cornutus","Algonquin Park Ontario Canada",NA,26.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Luxilus","cornutus","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",18,"Froese & Pauly, 2000","8.3","Froese & Pauly, 2000","8.3","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","2190","Froese & Pauly, 2000",NA,NA,13.0631423950195,13.0631423950195
1713,"Meda fulgida","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Bonar et al. 2005","Comte","Meda fulgida_32.85_NA_-110.61",25,32.85,-110.61,"","Meda","fulgida","Aravaipa Creek Arizona US",14,37,"tmax",0.59,"SD",15,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Meda","fulgida","425","NatureServe, 2020","425","NatureServe, 2020","Y","10-100","Propst et al., 1986",9.1,"Froese & Pauly, 2000","","","","","","","NatureServe, 2020","non-migratory","IUCN, 2020",NA,NA,"","unk","","Wilco+Piero/Nikki","730","NatureServe, 2020",NA,NA,30.117353404652,30.117353404652
1731,"Micropterus dolomieu","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Micropterus dolomieu_35.66_NA_-97.47",10,35.66,-97.47,"","Micropterus","dolomieu","Central Oklahoma US",14,28.3,"tmax",NA,"SD",1,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Micropterus","dolomieu","2007","De Magalhães & Costa, 2009","2007","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",69,"Froese & Pauly, 2000","8","Froese & Pauly, 2000","8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.13-2.01","Hubert & Lackey, 1980","Nikki","9490","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,28.2693670099432,28.2693670099432
1735,"Micropterus dolomieu","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Spotila et al. 1979","Comte","Micropterus dolomieu_42.08_NA_-81.34",23.3,42.08,-81.34,"","Micropterus","dolomieu","Lake Erie",NA,36.3,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","dolomieu","2007","De Magalhães & Costa, 2009","2007","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",69,"Froese & Pauly, 2000","8","Froese & Pauly, 2000","8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.13-2.01","Hubert & Lackey, 1980","Nikki","9490","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,24.8923674149947,24.8923674149947
1736,"Micropterus dolomieu","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Micropterus dolomieu_38.104_NA_-92.328",26,38.104,-92.328,"inferred","Micropterus","dolomieu","centroid of Gasconade River, Camdenton, Missouri, United States",NA,36.9,"tmax",0.31,"SD",8,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","dolomieu","2007","De Magalhães & Costa, 2009","2007","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",69,"Froese & Pauly, 2000","8","Froese & Pauly, 2000","8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.13-2.01","Hubert & Lackey, 1980","Nikki","9490","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,25.5095341075551,25.5095341075551
1737,"Micropterus punctulatus","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Micropterus punctulatus_35.66_NA_-97.47",10,35.66,-97.47,"","Micropterus","punctulatus","Central Oklahoma US",14,30.76,"tmax",0.42,"SD",5,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Micropterus","punctulatus","730","NatureServe, 2020","730","NatureServe, 2020","Y","10-100","Hunter & Maceina, 2008",63.5,"Froese & Pauly, 2000","30","Froese & Pauly, 2000","30","Froese & Pauly, 2000","Y","","","non-migratory","NatureServe, 2020",NA,NA,"","0.006-0.036","Hunter & Maceina, 2008","Nikki","2555","Froese & Pauly, 2000",NA,NA,28.2693670099432,28.2693670099432
1740,"Micropterus salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Hart 1952","Comte","Micropterus salmoides_29.48_NA_-81.68",20,29.48,-81.68,"","Micropterus","salmoides","Welaka Florida US",NA,31.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","salmoides","90","Meyers et al., 2015","90","Meyers et al., 2015","Y","0-1","Waters & Noble, 2004;Murray et al., 2015",97,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","Fall and Winter","Crawshaw, 1984","non-migratory","IUCN, 2020",NA,NA,"","0.1-2","Meyers et al., 2015","Nikki","8395","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,31.9100981278853,31.9100981278853
1743,"Micropterus salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Micropterus salmoides_34.18_NA_-111.71",20,34.18,-111.71,"","Micropterus","salmoides","Arizona US",NA,36.7,"tmax",0.76,"SD",40,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","salmoides","90","Meyers et al., 2015","90","Meyers et al., 2015","Y","0-1","Waters & Noble, 2004;Murray et al., 2015",97,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","Fall and Winter","Crawshaw, 1984","non-migratory","IUCN, 2020",NA,NA,"","0.1-2","Meyers et al., 2015","Nikki","8395","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,23.8927086570046,23.8471368963068
1748,"Micropterus salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Micropterus salmoides_35.66_NA_-97.47",10,35.66,-97.47,"","Micropterus","salmoides","Central Oklahoma US",14,30.69,"tmax",1.77,"SD",17,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Micropterus","salmoides","90","Meyers et al., 2015","90","Meyers et al., 2015","Y","0-1","Waters & Noble, 2004;Murray et al., 2015",97,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","Fall and Winter","Crawshaw, 1984","non-migratory","IUCN, 2020",NA,NA,"","0.1-2","Meyers et al., 2015","Nikki","8395","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,28.2693670099432,27.6791542746804
1750,"Micropterus salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Hart 1952","Comte","Micropterus salmoides_35.96_NA_-83.92",30,35.96,-83.92,"","Micropterus","salmoides","Knoxville Tenesee US",NA,36.4,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","salmoides","90","Meyers et al., 2015","90","Meyers et al., 2015","Y","0-1","Waters & Noble, 2004;Murray et al., 2015",97,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","Fall and Winter","Crawshaw, 1984","non-migratory","IUCN, 2020",NA,NA,"","0.1-2","Meyers et al., 2015","Nikki","8395","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,23.5405677101829,23.5075157859109
1752,"Micropterus salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Hart 1952","Comte","Micropterus salmoides_41.65_NA_-82.83",20,41.65,-82.83,"","Micropterus","salmoides","Put-in Bay Ohio US",NA,32.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","salmoides","90","Meyers et al., 2015","90","Meyers et al., 2015","Y","0-1","Waters & Noble, 2004;Murray et al., 2015",97,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","Fall and Winter","Crawshaw, 1984","non-migratory","IUCN, 2020",NA,NA,"","0.1-2","Meyers et al., 2015","Nikki","8395","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,24.8923674149947,24.8691151012074
1769,"Micropterus salmoides","Chordata","Teleostei","Perciformes","Centrarchidae",NA,"Beitinger et al. 2000","Comte","Micropterus salmoides_39.507_NA_-91.794",26,39.507,-91.794,"inferred","Micropterus","salmoides","centroid of Cuivre River, La Crosse, Missouri, United States",NA,36.3,"tmax",0.6,"SD",10,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Micropterus","salmoides","90","Meyers et al., 2015","90","Meyers et al., 2015","Y","0-1","Waters & Noble, 2004;Murray et al., 2015",97,"Froese & Pauly, 2000","40","Froese & Pauly, 2000","40","Froese & Pauly, 2000","Y","Fall and Winter","Crawshaw, 1984","non-migratory","IUCN, 2020",NA,NA,"","0.1-2","Meyers et al., 2015","Nikki","8395","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,22.5388712102717,22.4350434736772
1773,"Morone chrysops","Chordata","Teleostei","Perciformes","Moronidae",NA,"Spotila et al. 1979","Comte","Morone chrysops_42.08_NA_-81.34",21.7,42.08,-81.34,"","Morone","chrysops","Lake Erie",NA,35.3,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Morone","chrysops","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","100+","Starnes et al., 1983;NatureServe, 2020",45,"Froese & Pauly, 2000","31.8","Froese & Pauly, 2000","31.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.00374-52.22","Martin et al., 2009","Nikki","3285","Froese & Pauly, 2000;Meyers et al., 2015",NA,NA,24.8923674149947,24.8923674149947
1828,"Notemigonus crysoleucas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Notemigonus crysoleucas_29.48_NA_-81.68",15,29.48,-81.68,"","Notemigonus","crysoleucas","Welaka Florida US",NA,30.5,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notemigonus","crysoleucas","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",32,"Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3285","Meyers et al., 2015;Froese & Pauly, 2000",NA,NA,31.9100981278853,31.9100981278853
1832,"Notemigonus crysoleucas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Notemigonus crysoleucas_35.66_NA_-97.47",10,35.66,-97.47,"","Notemigonus","crysoleucas","Central Oklahoma US",14,29.13,"tmax",1.61,"SD",28,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Notemigonus","crysoleucas","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",32,"Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3285","Meyers et al., 2015;Froese & Pauly, 2000",NA,NA,28.2693670099432,28.2693670099432
1834,"Notemigonus crysoleucas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Notemigonus crysoleucas_41.65_NA_-82.83",20,41.65,-82.83,"","Notemigonus","crysoleucas","Put-in Bay Ohio US",NA,32.1,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notemigonus","crysoleucas","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",32,"Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3285","Meyers et al., 2015;Froese & Pauly, 2000",NA,NA,24.8923674149947,24.8923674149947
1836,"Notemigonus crysoleucas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Notemigonus crysoleucas_45.83_NA_-78.42",10,45.83,-78.42,"","Notemigonus","crysoleucas","Algonquin Park Ontario Canada",NA,29.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notemigonus","crysoleucas","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",32,"Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3285","Meyers et al., 2015;Froese & Pauly, 2000",NA,NA,13.0631423950195,13.0631423950195
1839,"Notemigonus crysoleucas","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Notemigonus crysoleucas_39.201_NA_-92.177",26,39.201,-92.177,"inferred","Notemigonus","crysoleucas","centroid of Salt River, Lamine River, Missouri, United States",NA,36.8,"tmax",0.37,"SD",8,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notemigonus","crysoleucas","730","Wichert & Rapport, 1998","730","Wichert & Rapport, 1998","Y","unk","",32,"Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","14.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","3285","Meyers et al., 2015;Froese & Pauly, 2000",NA,NA,26.5348609230735,26.5348609230735
1875,"Notropis atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Matthews & Maness 1979","Comte","Notropis atherinoides_34.86_NA_-96.73",25,34.86,-96.73,"","Notropis","atherinoides","South Canadian River",14,37.65,"tmax",0.4,"SD",10,"critical","OS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Notropis","atherinoides","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",13,"Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Huenemann et al., 2015",NA,NA,30.3174779718573,30.3174779718573
1877,"Notropis atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Lutterschmidt & Hutchinson 1997","Comte","Notropis atherinoides_35.66_NA_-97.47",10,35.66,-97.47,"","Notropis","atherinoides","Central Oklahoma US",14,30.1,"tmax",0.9,"SD",8,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Notropis","atherinoides","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",13,"Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Huenemann et al., 2015",NA,NA,28.2693670099432,28.2693670099432
1879,"Notropis atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Notropis atherinoides_41.65_NA_-82.83",25,41.65,-82.83,"","Notropis","atherinoides","Put-in Bay Ohio US",NA,30.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notropis","atherinoides","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",13,"Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Huenemann et al., 2015",NA,NA,24.8923674149947,24.8923674149947
1881,"Notropis atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Spotila et al. 1979","Comte","Notropis atherinoides_42.08_NA_-81.34",5,42.08,-81.34,"","Notropis","atherinoides","Lake Erie",NA,23.2,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notropis","atherinoides","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",13,"Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Huenemann et al., 2015",NA,NA,24.8923674149947,24.8923674149947
1888,"Notropis atherinoides","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Hart 1952","Comte","Notropis atherinoides_43.64_NA_-79.49",25,43.64,-79.49,"","Notropis","atherinoides","Toronto Ontario Canada",NA,30.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notropis","atherinoides","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",13,"Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","8.6","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1825","Huenemann et al., 2015",NA,NA,24.3669511274858,24.3669511274858
1914,"Notropis rubellus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Kowaski et al. 1978","Comte","Notropis rubellus_42.6_NA_-78.47",15,42.6,-78.47,"","Notropis","rubellus","Buffalo Creek, Erie County, New York, United States",28,31.8,"tmax",0.92,"SD",17,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Notropis","rubellus","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",9,"Froese & Pauly, 2000","6.7","Froese & Pauly, 2000","6.7","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1095","Froese & Pauly, 2000",NA,NA,20.8822355790572,20.8822355790572
1915,"Notropis rubellus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Notropis rubellus_38.859194_NA_-93.035753",26,38.859194,-93.035753,"inferred","Notropis","rubellus","Lamine River, Missouri, United States",NA,35.3,"tmax",0.23,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notropis","rubellus","365","Wichert & Rapport, 1998","365","Wichert & Rapport, 1998","Y","unk","",9,"Froese & Pauly, 2000","6.7","Froese & Pauly, 2000","6.7","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1095","Froese & Pauly, 2000",NA,NA,26.7885049993342,26.7885049993342
1916,"Notropis stramineus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Kowaski et al. 1978","Comte","Notropis stramineus_42.6_NA_-78.47",15,42.6,-78.47,"","Notropis","stramineus","Buffalo Creek, Erie County, New York, United States",28,33.04,"tmax",0.33,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Notropis","stramineus","730","Peer, 1966","730","Peer, 1966","Y","unk","",8.2,"Froese & Pauly, 2000","4.4","Froese & Pauly, 2000","4.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1095","Huenemann et al., 2015",NA,NA,20.8822355790572,20.8822355790572
1920,"Notropis stramineus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Notropis stramineus_39.076718_NA_-92.410055",26,39.076718,-92.410055,"inferred","Notropis","stramineus","Perche Creek, Missouri, United States ",NA,37,"tmax",0.27,"SD",6,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Notropis","stramineus","730","Peer, 1966","730","Peer, 1966","Y","unk","",8.2,"Froese & Pauly, 2000","4.4","Froese & Pauly, 2000","4.4","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","unk","","Nikki","1095","Huenemann et al., 2015",NA,NA,26.5348609230735,26.5348609230735
1939,"Oncorhynchus kisutch","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Becker & Genoway 1979","Comte","Oncorhynchus kisutch_47.37_NA_-120.26",5,47.37,-120.26,"","Oncorhynchus","kisutch","Washington state US",14,25.65,"tmax",NA,"SD",16,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,NA,NA,"Oncorhynchus","kisutch","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","10-100","Labelle, 1992;NatureServe, 2020",108,"Froese & Pauly, 2000","71","Froese & Pauly, 2000","71","Froese & Pauly, 2000","Y","","Bustard & Narver, 1975","migratory","NatureServe, 2020;Riede, 2004","Fall-Winter","Fall-Winter","NatureServe, 2020","unk","","Nacho/Nikki","1825","Meerburg, 1986;Froese & Pauly, 2000",NA,NA,17.5882687655362,17.2198390613903
1959,"Oncorhynchus kisutch","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Beitinger et al. 2000","Comte","Oncorhynchus kisutch_47.227642_NA_-123.380616",11.5,47.227642,-123.380616,"inferred","Oncorhynchus","kisutch","Bingham Creek, Chehalis River, Washington, United States",NA,28.2,"tmax",0.54,"SD",28,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Oncorhynchus","kisutch","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","10-100","Labelle, 1992;NatureServe, 2020",108,"Froese & Pauly, 2000","71","Froese & Pauly, 2000","71","Froese & Pauly, 2000","Y","","Bustard & Narver, 1975","migratory","NatureServe, 2020;Riede, 2004","Fall-Winter","Fall-Winter","NatureServe, 2020","unk","","Nacho/Nikki","1825","Meerburg, 1986;Froese & Pauly, 2000",NA,NA,20.0658945257014,19.2613492098722
1960,"Oncorhynchus kisutch","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Beitinger et al. 2000","Comte","Oncorhynchus kisutch_47.936263_NA_-122.944682",14.6,47.936263,-122.944682,"inferred","Oncorhynchus","kisutch","Snow Creek, Discovery Bay, Washington, United States",NA,29.2,"tmax",0.29,"SD",43,"critical","LOE","0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Oncorhynchus","kisutch","1095","De Magalhães & Costa, 2009","1095","De Magalhães & Costa, 2009","","10-100","Labelle, 1992;NatureServe, 2020",108,"Froese & Pauly, 2000","71","Froese & Pauly, 2000","71","Froese & Pauly, 2000","Y","","Bustard & Narver, 1975","migratory","NatureServe, 2020;Riede, 2004","Fall-Winter","Fall-Winter","NatureServe, 2020","unk","","Nacho/Nikki","1825","Meerburg, 1986;Froese & Pauly, 2000",NA,NA,14.2230815540661,14.120300431685
