Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.2,Marine,experimental,31,10,NA,dynamic,death,0.2167,NA,30.00,0.95,NA,43.14,0.3,10,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,40,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,42,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,41.4,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,42.4,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,41.8,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,42.7,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,30,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,41.3,0.15,13,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,32,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,41.8,0.1,12,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,34,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,41.4,0.06,12,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,16.46,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,36.7,0.06,30,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,17.2,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,43.3,0.11,9,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,21.66,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,44.2,0.09,15,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,25.68,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,44.6,0.05,30,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,36,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,42.7,0.09,14,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,38,NA,NA,dynamic,LOE,0.5,NA,NA,NA,NA,42.3,0.09,15,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,27,NA,NA,dynamic,death,0.2,NA,NA,NA,NA,41.9,NA,NA,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,27,NA,NA,dynamic,death,0.2,NA,NA,NA,NA,41.6,NA,NA,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,death,0.033,NA,NA,NA,NA,40.1,2.36,17,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,death,0.033,NA,NA,NA,NA,40.2,2.24,18,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,death,0.033,NA,NA,NA,NA,41.7,0.69,20,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,death,0.033,NA,NA,NA,NA,41.7,0.94,20,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,35,NA,NA,dynamic,death,0.033,NA,NA,NA,NA,43.3,0.59,20,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,35,NA,NA,dynamic,death,0.033,NA,NA,NA,NA,42.3,0.42,18,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,Amargosa River Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,14.78,29,NA,dynamic,death,0.08,NA,NA,NA,NA,39.1,0.81,15,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Saragota Spring  Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,15.29,29,NA,dynamic,death,0.08,NA,NA,NA,NA,39.16,0.79,17,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Tecopa Bore Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,18.08,NA,NA,dynamic,death,0.08,NA,NA,NA,NA,39.71,2,20,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Amargosa River Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,24.83,29,NA,dynamic,death,0.08,NA,NA,NA,NA,40.77,0.88,10,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Saragota Spring  Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,25.37,29,NA,dynamic,death,0.08,NA,NA,NA,NA,41.67,0.39,15,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Jed's Motel Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,30.07,NA,NA,dynamic,death,0.08,NA,NA,NA,NA,42.24,0.31,20,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Jed's Motel Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,36.58,NA,NA,dynamic,death,0.08,NA,NA,NA,NA,42.58,0.32,22,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Tecopa Bore Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,42.01,NA,NA,dynamic,death,0.08,NA,NA,NA,NA,43.58,0.52,20,yes,Freshwater,Brown & Feldmeth 1971,28
Eleotridae,Gobiomorphus basalis,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15,1,NA,static,death,NA,5760,NA,NA,juveniles adults,30.9,NA,15,yes,Freshwater,Richardson et al. 1994,166
Eleotridae,Gobiomorphus basalis,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,12,7,2,dynamic,LOE,0.5,NA,41-53,NA,juveniles adults,32.3,0.46,13,yes,Freshwater,Simons 1984,180
Eleotridae,Gobiomorphus basalis,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,20,7,2,dynamic,LOE,0.5,NA,41-64,NA,juveniles adults,33.9,1.53,5,yes,Freshwater,Simons 1984,180
Eleotridae,Gobiomorphus cotidianus,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15,1,NA,static,death,NA,5760,NA,NA,juveniles adults,30.9,NA,15,yes,Freshwater,Richardson et al. 1994,166
Eleotridae,Gobiomorphus cotidianus,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,12,7,2,dynamic,LOE,0.5,NA,29-65,NA,juveniles adults,32.7,0.59,10,yes,Freshwater,Simons 1984,180
Eleotridae,Gobiomorphus cotidianus,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,20,7,2,dynamic,LOE,0.5,NA,30-74,NA,juveniles adults,34,1.53,21,yes,Freshwater,Simons 1984,180
Esocidae,Esox lucius,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,15,14,NA,dynamic,LOE,NA,NA,NA,NA,juveniles,33.6,0.1,NA,yes,Freshwater,Golovanov 2013,78
Esocidae,Esox lucius,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,15,14,NA,dynamic,death,NA,NA,NA,NA,juveniles,35.2,0.2,NA,yes,Freshwater,Golovanov 2013,78
Esocidae,Esox lucius,Mississippi River US,38.34,-90.37,Freshwater,collection,31,NA,NA,static,death,0.07,2880,115.80,7.9,juveniles,30.8,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,6.1,NA,NA,static,death,NA,1440,NA,NA,larvae,22,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,6.1,NA,NA,static,death,NA,5760,NA,NA,larvae,20.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,6.1,NA,NA,static,death,NA,5760,NA,NA,larvae,20.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,11.8,NA,NA,static,death,NA,1440,NA,NA,larvae,28,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,11.8,NA,NA,static,death,NA,5760,NA,NA,larvae,26.5,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,11.8,NA,NA,static,death,NA,5760,NA,NA,larvae,24.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,17.7,NA,NA,static,death,NA,1440,NA,NA,larvae,28.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,17.7,NA,NA,static,death,NA,5760,NA,NA,larvae,27.1,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,17.7,NA,NA,static,death,NA,5760,NA,NA,larvae,25,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,7.2,NA,NA,static,death,NA,1440,NA,NA,larvae,23.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,7.2,NA,NA,static,death,NA,5760,NA,NA,larvae,23.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,7.2,NA,NA,static,death,NA,5760,NA,NA,larvae,23.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,12.6,NA,NA,static,death,NA,1440,NA,NA,larvae,26.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,12.6,NA,NA,static,death,NA,5760,NA,NA,larvae,26.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,12.6,NA,NA,static,death,NA,5760,NA,NA,larvae,26.3,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,17.7,NA,NA,static,death,NA,1440,NA,NA,larvae,28.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,17.7,NA,NA,static,death,NA,5760,NA,NA,larvae,28.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.1,-93.45,Freshwater,experimental,17.7,NA,NA,static,death,NA,5760,NA,NA,larvae,28.4,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,7,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,34,0.98,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,34.4,1.09,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,1,NA,NA,NA,NA,36.1,1.28,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,15,NA,NA,dynamic,combination,1,NA,NA,NA,NA,34,1.54,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,Ontario Canada,51.51,-86.68,Freshwater,experimental,25,NA,NA,static,death,NA,1440,NA,NA,juveniles,32.2,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,Ontario Canada,51.51,-86.68,Freshwater,experimental,27.5,NA,NA,static,death,NA,1440,NA,NA,juveniles,32.7,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,Ontario Canada,51.51,-86.68,Freshwater,experimental,30,NA,NA,static,death,NA,1440,NA,NA,juveniles,33.2,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,Chautauqua county New York US,42.24,-79.48,Freshwater,experimental,20,NA,NA,dynamic,OS,1,NA,NA,NA,larvae,32.8,NA,10,yes,Freshwater,Bonin & Spotila 1978,23
Fundulidae,Fundulus diaphanus,Brier Creek Oklahoma US,35.57,-97.63,Freshwater,experimental,15,NA,NA,dynamic,NA,NA,NA,NA,NA,adults,36.8,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Fundulidae,Fundulus diaphanus,Denton Creek Denton County Texas US,33.17,-97.32,Freshwater,experimental,30,NA,NA,dynamic,NA,NA,NA,NA,NA,adults,41.6,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,7,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,32.2,0.59,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,12,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,36.2,0.38,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,20,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,38.5,0.33,33,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,22,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,39,0.54,18,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,24,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,40.5,0.29,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,27,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.4,0.4,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,30,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,43.1,0.24,22,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,34,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,43.6,0.2,29,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,36,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,44.1,0.14,18,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,2.3,21,NA,dynamic,LOE,0.33,NA,62.10,2.88,NA,28.6,1.05,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,7.2,21,NA,dynamic,LOE,0.33,NA,61.80,2.76,NA,32,0.73,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,12.4,21,NA,dynamic,LOE,0.33,NA,62.10,2.91,NA,33.6,0.87,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,22.4,21,NA,dynamic,LOE,0.33,NA,64.40,3.24,NA,38.2,0.45,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,26.5,21,NA,dynamic,LOE,0.33,NA,51.10,3.04,NA,40.4,0.33,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,32.1,21,NA,dynamic,LOE,0.33,NA,65.70,3.33,NA,41.8,0.29,14,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,34,21,NA,dynamic,LOE,0.33,NA,66.30,3.43,NA,41.3,0.71,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,2.3,21,NA,dynamic,LOE,0.33,NA,77.90,7.25,NA,30.8,1.44,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,7.2,21,NA,dynamic,LOE,0.33,NA,73.80,5.13,NA,34.6,0.65,14,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,12.4,21,NA,dynamic,LOE,0.33,NA,74.00,5.83,NA,34.9,0.93,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,22.4,21,NA,dynamic,LOE,0.33,NA,77.60,7.08,NA,39.4,0.2,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,26.5,21,NA,dynamic,LOE,0.33,NA,61.70,6.26,NA,41.4,0.33,13,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,32.1,21,NA,dynamic,LOE,0.33,NA,78.20,7.13,NA,42.4,0.84,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,34,21,NA,dynamic,LOE,0.33,NA,82.70,8.32,NA,42.5,0.96,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,30.7,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,31.93,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,30.78,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,12.5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,33.3,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,12.5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,35.28,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,12.5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,33.49,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,20,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,36.01,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,20,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,37.57,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.9,-70.81,Brackish,experimental,20,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,36.17,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,30.88,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,32.93,1.5,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,5,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,30.97,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,20,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,37.11,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,20,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,38.53,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,20,21,NA,dynamic,LOE,0.3,NA,NA,NA,adults,37.35,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,36.24,0.38,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.98,0.34,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.37,0.39,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,36.37,0.51,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.89,0.34,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,35.04,0.34,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.3,0.47,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41.03,0.25,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41.88,0.32,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.45,0.4,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.27,0.29,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41.85,0.27,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41.13,0.28,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus notatus,NA,NA,NA,Freshwater,experimental,26,NA,NA,dynamic,LOE,0.017,NA,NA,NA,NA,38.3,0.67,7,yes,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus notatus,Denton Creek Denton County Texas US,33.17,-97.32,Freshwater,experimental,30,14,NA,dynamic,LOE,0.33,NA,NA,NA,NA,41.56,0.21,10,yes,Freshwater,Rutledge & Beitinger 1989,168
Galaxiidae,Galaxias maculatus,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15,1,NA,static,death,NA,5760,NA,NA,adults,30.8,NA,NA,yes,Freshwater,Richardson et al. 1994,166
Galaxiidae,Galaxias maculatus,Northern New Zealand,-35.15,173.68,Freshwater,experimental,20,NA,NA,dynamic,death,NA,NA,NA,NA,fry,33.1,NA,NA,yes,Freshwater,Richardson et al. 1994,166
